Professor Name,Professor Link,Research Interests,Paper Name,Description
Torsten Suel,https://scholar.google.com/citations?user=eQUn8ugAAAAJ&hl=en,"Web Search and Mining, Databases, Algorithms, Distributed Systems",Optimal peer selection for P2P downloading and streaming,Description not available
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Difftaichi: Differentiable programming for physical simulation,Description not available
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Towards virtual reality infinite walking: dynamic saccadic redirection,"Redirected walking techniques can enhance the immersion and visual-vestibular comfort of virtual reality (VR) navigation, but are often limited by the size, shape, and content of the physical environments."
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Mapping virtual and physical reality,"Real walking offers higher immersive presence for virtual reality (VR) applications than alternative locomotive means such as walking-in-place and external control gadgets, but needs to take into consideration different room sizes, wall shapes, and surrounding objects in the virtual and real worlds. Despite perceptual study of impossible spaces and redirected walking, there are no general methods to match a given pair of virtual and real scenes."
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Fov-nerf: Foveated neural radiance fields for virtual reality,Description not available
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",System and method for generating a progressive representation associated with surjectively mapped virtual and physical reality image data,"A system of generating a progressive representation associated with virtual and physical reality image data is disclosed. The system receives virtual image data associated with a virtual scene map of a virtual scene, and receives physical image data from the image capturing device, associated with a physical environment of a real scene. Perimeter information of the physical environment is determined. Boundary information of an obstacle associated with the physical environment is determined. A real scene map associated with the physical environment including an obstacle and one or more free space areas is generated. A corresponding virtual barrier is generated in the real scene map, the virtual barrier associated with the boundary information of the obstacle in the real scene map. A folding of the virtual scene map into the one or more free space areas of the real scene map is implemented, the free space areas …"
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Learning to reconstruct 3d manhattan wireframes from a single image,"From a single view of an urban environment, we propose a method to effectively exploit the global structural regularities for obtaining a compact, accurate, and intuitive 3D wireframe representation. Our method trains a single convolutional neural network to simultaneously detect salient junctions and straight lines, as well as predict their 3D depth and vanishing points. Compared with state-of-the-art learning-based wireframe detection methods, our network is much simpler and more unified, leading to better 2D wireframe detection. With a global structural prior (such as Manhattan assumption), our method further reconstructs a full 3D wireframe model, a compact vector representation suitable for a variety of high-level vision tasks such as AR and CAD. We conduct extensive evaluations of our method on a large new synthetic dataset of urban scenes as well as real images. Our code and datasets will be published along with the paper."
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Perceptually-guided foveation for light field displays,"A variety of applications such as virtual reality and immersive cinema require high image quality, low rendering latency, and consistent depth cues. 4D light field displays support focus accommodation, but are more costly to render than 2D images, resulting in higher latency."
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Reducing simulator sickness with perceptual camera control,"Virtual-reality provides an immersive environment but can induce cybersickness due to the discrepancy between visual and vestibular cues. To avoid this problem, the movement of the virtual camera needs to match the motion of the user in the real world. Unfortunately, this is usually difficult due to the mismatch between the size of the virtual environments and the space available to the users in the physical domain. The resulting constraints on the camera movement significantly hamper the adoption of virtual-reality headsets in many scenarios and make the design of the virtual environments very challenging. In this work, we study how the characteristics of the virtual camera movement (e.g., translational acceleration and rotational velocity) and the composition of the virtual environment (e.g., scene depth) contribute to perceived discomfort. Based on the results from our user experiments, we devise a computational …"
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Deep multi depth panoramas for view synthesis,"We propose a learning-based approach for novel view synthesis for multi-camera 360 panorama capture rigs. Previous work constructs RGBD panoramas from such data, allowing for view synthesis with small amounts of translation, but cannot handle the disocclusions and view-dependent effects that are caused by large translations. To address this issue, we present a novel scene representation—Multi Depth Panorama (MDP)—that consists of multiple RGBD panoramas that represent both scene geometry and appearance. We demonstrate a deep neural network-based method to reconstruct MDPs from multi-camera 360 images. MDPs are more compact than previous 3D scene representations and enable high-quality, efficient new view rendering. We demonstrate this via experiments on both synthetic and real data and comparisons with previous state-of-the-art methods spanning both learning …"
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Gaze-contingent retinal speckle suppression for perceptually-matched foveated holographic displays,Description not available
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Benefits of 3D immersion for virtual colonoscopy,Description not available
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Color-perception-guided display power reduction for virtual reality,"Battery life is an increasingly urgent challenge for today's untethered VR and AR devices. However, the power efficiency of head-mounted displays is naturally at odds with growing computational requirements driven by better resolution, refresh rate, and dynamic ranges, all of which reduce the sustained usage time of untethered AR/VR devices. For instance, the Oculus Quest 2, under a fully-charged battery, can sustain only 2 to 3 hours of operation time. Prior display power reduction techniques mostly target smartphone displays. Directly applying smartphone display power reduction techniques, however, degrades the visual perception in AR/VR with noticeable artifacts. For instance, the ""power-saving mode"" on smartphones uniformly lowers the pixel luminance across the display and, as a result, presents an overall darkened visual perception to users if directly applied to VR content."
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Path planning for virtual reality locomotion,"(57) ABSTRACT A method, computer readable medium, and system are disclosed for computing a path for a user to move along within a physical space while viewing a virtual environment in a virtual reality system. A path for a user to physically move along through a virtual environment is determined based on waypoints and at least one characteristic of the physical environment within which the user is positioned, position data for the user is received indicating whether and how much a current path taken by the user has deviated from the path, and an updated path is computed through the virtual environment based on the waypoints and the at least one characteristic of the physical environment."
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Force-aware interface via electromyography for natural VR/AR interaction,"While tremendous advances in visual and auditory realism have been made for virtual and augmented reality (VR/AR), introducing a plausible sense of physicality into the virtual world remains challenging. Closing the gap between real-world physicality and immersive virtual experience requires a closed interaction loop: applying user-exerted physical forces to the virtual environment and generating haptic sensations back to the users. However, existing VR/AR solutions either completely ignore the force inputs from the users or rely on obtrusive sensing devices that compromise user experience."
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Eccentricity effects on blur and depth perception,"Foveation and (de)focus are two important visual factors in designing near eye displays. Foveation can reduce computational load by lowering display details towards the visual periphery, while focal cues can reduce vergence-accommodation conflict thereby lessening visual discomfort in using near eye displays. We performed two psychophysical experiments to investigate the relationship between foveation and focus cues. The first study measured blur discrimination sensitivity as a function of visual eccentricity, where we found discrimination thresholds significantly lower than previously reported. The second study measured depth discrimination threshold where we found a clear dependency on visual eccentricity. We discuss the study results and suggest further investigation."
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Instant Reality: Gaze-Contingent Perceptual Optimization for 3D Virtual Reality Streaming,"To address this challenge, we propose a perceptually-optimized progressive 3D streaming method for spatial quality and temporal consistency in immersive interactions. On the …"
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Kinect-based automatic 3D high-resolution face modeling,Description not available
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Tailored reality: Perception-aware scene restructuring for adaptive vr navigation,"In virtual reality (VR), the virtual scenes are pre-designed by creators. Our physical surroundings, however, comprise significantly varied sizes, layouts, and components. To bridge the gap and further enable natural navigation, recent solutions have been proposed to redirect users or recreate the virtual content. However, they suffer from either interrupted experience or distorted appearances. We present a novel VR-oriented algorithm that automatically restructures a given virtual scene for a user’s physical environment. Different from the previous methods, we introduce neither interrupted walking experience nor curved appearances. Instead, a perception-aware function optimizes our retargeting technique to preserve the fidelity of the virtual scene that appears in VR head-mounted displays. Besides geometric and topological properties, it emphasizes the unique first-person view perceptual factors in VR, such as …"
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Image features influence reaction time: a learned probabilistic perceptual model for saccade latency,"We aim to ask and answer an essential question ""how quickly do we react after observing a displayed visual target?"" To this end, we present psychophysical studies that characterize the remarkable disconnect between human saccadic behaviors and spatial visual acuity. Building on the results of our studies, we develop a perceptual model to predict temporal gaze behavior, particularly saccadic latency, as a function of the statistics of a displayed image. Specifically, we implement a neurologically-inspired probabilistic model that mimics the accumulation of confidence that leads to a perceptual decision. We validate our model with a series of objective measurements and user studies using an eye-tracked VR display. The results demonstrate that our model prediction is in statistical alignment with real-world human behavior. Further, we establish that many sub-threshold image modifications commonly introduced in …"
Qi Sun,https://scholar.google.com/citations?hl=en&user=oN7gaqMAAAAJ,"Virtual Reality, Augmented Reality, Computer Graphics, Applied Perception",Dually noted: layout-aware annotations with smartphone augmented reality,"Sharing annotations encourages feedback, discussion, and knowledge passing among readers and can be beneficial for personal and public use. Prior augmented reality (AR) systems have expanded these benefits to both digital and printed documents. However, despite smartphone AR now being widely available, there is a lack of research about how to use AR effectively for interactive document annotation. We propose Dually Noted, a smartphone-based AR annotation system that recognizes the layout of structural elements in a printed document for real-time authoring and viewing of annotations. We conducted experience prototyping with eight users to elicit potential benefits and challenges within smartphone AR, and this informed the resulting Dually Noted system and annotation interactions with the document elements. AR annotation is often unwieldy, but during a 12-user empirical study our novel …"
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Search-based procedural content generation: A taxonomy and survey,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Procedural Content Generation In Games,"Welcome to the Procedural Content Generation in Games book. 1 This is, as far as we know, the first textbook about procedural content generation in games. As far as we know it is also the first book-length overview of the research field. We hope you find it useful, whether you are studying in a course, on your own, or are a researcher. We wrote this book for two reasons. The first reason was that all three of us were doing research on PCG in games, and we wanted a good overview. As we come from somewhat different methodological backgrounds, we realized that many researchers did not know about methods that had been developed in other communities. For example, researchers using logic programming and those using evolutionary computation might not know that the other type of algorithms was applicable to the same problem; and researchers coming from computer graphics might not even know that …"
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Artificial intelligence and games,"Of all the things that wisdom provides for the complete happiness of one’s entire life, by far the greatest is friendship."
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Experience-driven procedural content generation,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Procedural content generation via machine learning (PCGML),Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Towards automatic personalised content creation for racing games,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",An experiment in automatic game design,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Modeling player experience for content creation,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Deep learning for video game playing,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Towards automatic personalized content generation for platform games,"In this paper, we show that personalized levels can be auto-matically generated for platform games. We build on previ-ous work, where models were derived that predicted player experience based on features of level design and on playing styles. These models are constructed using preference learn-ing, based on questionnaires administered to players after playing different levels. The contributions of the current pa-per are (1) more accurate models based on a much larger data set;(2) a mechanism for adapting level design parameters to given players and playing style;(3) evaluation of this adap-tation mechanism using both algorithmic and human players. The results indicate that the adaptation mechanism effectively optimizes level design parameters for particular players."
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Sentient sketchbook: computer-assisted game level authoring,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Alphastar: An evolutionary computation perspective,"In January 2019, DeepMind revealed AlphaStar to the world---the first artificial intelligence (AI) system to beat a professional player at the game of StarCraft II---representing a milestone in the progress of AI. AlphaStar draws on many areas of AI research, including deep learning, reinforcement learning, game theory, and evolutionary computation (EC). In this paper we analyze AlphaStar primarily through the lens of EC, presenting a new look at the system and relating it to many concepts in the field. We highlight some of its most interesting aspects---the use of Lamarckian evolution, competitive co-evolution, and quality diversity. In doing so, we hope to provide a bridge between the wider EC community and one of the most significant AI systems developed in recent times."
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",What is procedural content generation? Mario on the borderline,"We try to clarify the concept of procedural content generation (PCG) through contrasting it to other forms of content generation in games with which it could easily be mistaken, and through discussing some properties of PCG which are sometimes thought of as necessary but are actually not. After drawing up some clear demarcations for what is and what is not PCG, we present two versions of a content generation system for Infinite Mario Bros which is intentionally designed to question these same demarcations. We argue that, according to our own definition, one version of the system is an example of PCG while the other is not, even though they are mostly identical. We hope that this paper answers some questions but raises others, and inspires researchers and developers to thread some less common ground in developing content generation techniques."
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",The 2014 General Video Game Playing Competition,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",A panorama of artificial and computational intelligence in games,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Cellular automata for real-time generation of infinite cave levels,"This paper presents a reliable and efficient approach to procedurally generating level maps based on the self-organization capabilities of cellular automata (CA). A simple CA-based algorithm is evaluated on an infinite cave game, generating playable and well-designed tunnel-based maps. The algorithm has very low computational cost, permitting realtime content generation, and the proposed map representation provides sufficient flexibility with respect to level design."
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",DeepMasterPrints: Generating MasterPrints for Dictionary Attacks via Latent Variable Evolution*,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",The 2009 mario ai competition,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",Modeling player experience in super mario bros,Description not available
Julian Togelius,https://scholar.google.com/citations?user=lr4I9BwAAAAJ&hl=en,"Artificial Intelligence, Games, Evolutionary Computation, Game AI, Procedural Content Generation",The mario ai benchmark and competitions,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Geosimulation: Automata-based modeling of urban phenomena,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Measuring sprawl,"Suburban sprawl is one of the most avidly followed urban issues in the United States today. However, despite the level of attention that is afforded sprawl, their remains relatively little understanding of its determinants and its constitution. Previous attempts to measure sprawl have focused largely on costing out its impacts rather than quantifying its characteristics. Also, the characterization of sprawl is often confused with general suburbanization and remains, in many cases, without clear empirical foundation. This paucity of understanding casts doubts about the effectiveness of growth management and smart growth policies and inhibits the ability of planners to inform public policy in a reasoned way. This paper contributes to the debate about sprawl by offering a toolkit for characterizing its attributes in a quantifiable manner."
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Cellular automata and urban simulation: where do we go from here?,"For some time now, cellular automata (CA) have been in popular use for urban simulation. Many of the most significant contributions to this new, emerging field have featured in Environment and Planning B, with a special issue devoted to the topic (Batty et al, 1997). The range of applications of cellular automata to urban studies is impressive. CA models have been employed in the exploration of a wide variety of urban phenomena, from traffic simulation and regional-scale urbanization to land-use dynamics, polycentricity, historical urbanization, and urban development. CA models of sprawl, sociospatial dynamics, segregation, and gentrification have been developed, as have simulations of urban form, growth, and location. CA have many advantages for modeling urban phenomena, including their decentralized approach, the link they provide to complexity theory, the connection of form with function and pattern …"
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Modelling and prediction in a complex world,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Agent-based models of land-use and land-cover change,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Geographic automata systems,"A novel approach to automata‐based modeling for spatial systems is described: geographic automata and Geographic Automata Systems. We detail a framework that takes advantage of the formalism of automata theory and GI Science to unite cellular automata and multi‐agent systems techniques, and provides a spatial approach to bottom‐up modeling of complex geographic systems that are comprised of infrastructure and human objects. The suitability of the framework is also discussed with reference to existing cellular automata and multi‐agent systems models used in urban studies. Practical implementation of the framework is illustrated with reference to an object‐based urban simulation environment and implementation of a popular socio‐spatial segregation model."
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",A toolkit for measuring sprawl,"Debate regarding suburban sprawl in urban studies is contentious. It is fair to say that the phenomenon is not fully understood to satisfaction in the academic, policy, or planning communities and there are a host of reasons why this may be the case. Characterization of sprawl in the literature is often narrative and subjective. Measurement is piecemeal and largely data-driven. Existing studies yield contrary results for the same cities in many cases. The partial appreciation for the intricacies of sprawl is problematic. In practice, city planning agencies and citizen advocacy groups are scrambling to suggest and develop “smart growth” strategies to curb sprawl, without a strong empirical basis for measuring the phenomenon. Yet, sprawl is extremely popular with consumers. In this paper, we develop an innovative approach to diagnosing sprawl, looking across the full range of its characteristic attributes in a …"
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Modelling complexity: the limits to prediction,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Simulating sprawl,"Suburban sprawl, a relatively recent phenomenon, is among the most important urban policy issues facing contemporary cities. To date, a well-accepted rationale has not been settled on for explaining and managing the causes of sprawl. Our contention is that consideration of geography is essential—that geographical explanations offer much potential in informing the debate about sprawl. Similarly, spatial simulation could support sprawl-related research, offering what-if experimentation environments for exploring issues relating to the phenomenon. Sprawling cities may be considered as complex adaptive systems, and this warrants use of methodology that can accommodate the space-time dynamics of many interacting entities. Automata tools are well-suited to representation of such systems, but could be better formulated to capture the uniquely geographical traits of phenomena such as sprawl. By means of …"
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Visualizing the city: communicating urban design to planners and decision-makers,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Cellular models of urban systems,"Cellular automaton (CA) based models are increasingly used to investigate cities and urban systems. We discuss difficulties with this representation of human systems, and suggest that many modifications to simple CA introduced in modelling cities are responses to these problems. We propose a two-pronged approach to research. First, for operational model-building many variations on the CA theme are required and should be welcomed; and second theoretically motivated variations of the CA formalism are required so that the possible effects on model dynamic behaviour may be more systematically explored."
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Geosimulation: object-based modeling of urban phenomena,"Urban simulation has undergone somewhat of a transformation in recent years. The field has emerged from an ‘‘evolutionary’’phase, which has spanned the last two decades. A ‘‘new wave’’of urban models have begun to take center stage, influenced by technologies such as cellular automata (CA) and multi-agent systems (MAS)(Batty, Couclelis, & Eichen, 1997; O’Sullivan & Torrens, 2000; Torrens, 2000, 2002). The familiar regional models detailing the exchange of population, goods, and jobs between coarsely represented divisions of geographical space have gradually been substituted by simulations of urban systems as collectives of numerous elements acting in the city. These ‘‘new wave’’urban models are more likely to be formulated based on individual-scale urban objects—homeowners, renters, pedestrians, commuters—and detailed descriptions of the rules governing their ‘‘real-time’’behavior in space …"
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Modeling gentrification dynamics: A hybrid approach,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",How land-use-transportation models work,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Cellular automata and multi-agent systems as planning support tools,"Traditional’ urban simulation models have a number of weaknesses that limit their suitability as planning support tools. However, a new wave of models is currently under development in academic circles, and it is beginning to find application in practical contexts. Based around two simulation techniques that have origins in artificial life and artificial intelligence — cellular automata and multi-agent systems — it offers great potential for planning support tools, with the capacity to simulate individual households and units of the built environment in a truly dynamic, realistic and highly flexible manner. This chapter presents an overview of traditional land use and transport models as planning support tools and examines theirfragilities before reviewing a new wave of urban models. Additionally, it considers the challenges facing the use of new techniques in operational models."
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",How cellular models of urban systems work,Description not available
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",How cellular models of urban systems work (1. Theory),"Cellular automata (CA) models have been applied to urban systems with a recent fervor and have used to explore research questions in applications from location to urban morphology. This paper (part 1 of a two-part series) is intended to serve as an introduction to how cellular models of urban system actually work, on a theoretical level. Part 2 focuses on how to build urban CA models in a practical context."
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Moving agent pedestrians through space and time,"The choreography of pedestrian movement is important to many domains of interest, particularly in the geographical sciences. Agent-based models have become a popular tool for simulating movement, allowing experimentation with scenarios in computer models that might not be amenable to real-world investigation. The fidelity of agent-based movement models is naturally most acute when the models driving their synthetic characters reproduce the geography of their behaviors appropriately: by placing people in the right places, at the right times, doing the right things, in the right contexts. Most simulation environments for moving agent pedestrians, however, rely on simple, abstract physical heuristics to drive synthetic characters and they focus on generating plausible coarse-grained movement patterns, which might not always map to real-world pedestrian behavior. Moreover, existing approaches often produce …"
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Wi-fi geographies,"Wi-Fi marries Internet-based networking and radio broadcasting. Although still nascent, the technology is wildly popular. Geography is a central consideration in the functioning of Wi-Fi technology. Yet, its influence is just beginning to be investigated. Examination of the space of Wi-Fi poses problems as wireless data traffic is invisible to the eye and its underlying apparatus is impromptu and veiled to traditional geographic inquiry. A scheme for detecting Wi-Fi infrastructure and transmissions and analyzing their geographic properties is introduced in this article. The application of the scheme to the study of Wi-Fi geography in Salt Lake City, Utah, is described. A dense network of impromptu Wi-Fi infrastructure is found to permeate the city's built environment and the urban area has been blanketed in a fog of Wi-Fi transmissions without any centralized organization. This Wi-Fi cloud is surprisingly resilient to network …"
Paul Torrens,https://scholar.google.com/citations?user=5w-u8x8AAAAJ&hl=en,"Geosimulation, geocomputation, spatial behavior",Geography and computational social science,"The emergence of computational social science has had a transformative influence on the geographical sciences, integrating diverse themes of scholarship and allying it with the pursuit of grand challenges in the physical, natural, and life sciences. Geography has benefitted from many of these developments and has, in turn, catalyzed significant advances and innovation in computational social science. In this paper, I explore the relationship between geography, computing, and the social sciences by examining the evolution of some central themes in the computational social sciences: complexity, informatics, modeling and simulation, information visualization, cyberspace, socio-technical systems, and semantic computing."
Erdem Varol,https://scholar.google.com/citations?user=7GlElV0AAAAJ&hl=en,"Statistics, Machine learning, Computer Vision, Neuroscience",Molecular topography of an entire nervous system,"We have produced gene expression profiles of all 302 neurons of the C. elegans nervous system that match the single-cell resolution of its anatomy and wiring diagram. Our results suggest that individual neuron classes can be solely identified by combinatorial expression of specific gene families. For example, each neuron class expresses distinct codes of ∼23 neuropeptide genes and ∼36 neuropeptide receptors, delineating a complex and expansive ""wireless"" signaling network. To demonstrate the utility of this comprehensive gene expression catalog, we used computational approaches to (1) identify cis-regulatory elements for neuron-specific gene expression and (2) reveal adhesion proteins with potential roles in process placement and synaptic specificity. Our expression data are available at https://cengen.org and can be interrogated at the web application CengenApp. We expect that this neuron-specific …"
Erdem Varol,https://scholar.google.com/citations?user=7GlElV0AAAAJ&hl=en,"Statistics, Machine learning, Computer Vision, Neuroscience",Two distinct neuroanatomical subtypes of schizophrenia revealed using machine learning,"Neurobiological heterogeneity in schizophrenia is poorly understood and confounds current analyses. We investigated neuroanatomical subtypes in a multi-institutional multi-ethnic cohort, using novel semi-supervised machine learning methods designed to discover patterns associated with disease rather than normal anatomical variation. Structural MRI and clinical measures in established schizophrenia (n = 307) and healthy controls (n = 364) were analysed across three sites of PHENOM (Psychosis Heterogeneity Evaluated via Dimensional Neuroimaging) consortium. Regional volumetric measures of grey matter, white matter, and CSF were used to identify distinct and reproducible neuroanatomical subtypes of schizophrenia. Two distinct neuroanatomical subtypes were found. Subtype 1 showed widespread lower grey matter volumes, most prominent in thalamus, nucleus accumbens, medial …"
Erdem Varol,https://scholar.google.com/citations?user=7GlElV0AAAAJ&hl=en,"Statistics, Machine learning, Computer Vision, Neuroscience","Heterogeneity of neuroanatomical patterns in prodromal Alzheimer’s disease: links to cognition, progression and biomarkers",See Coulthard and Knight (doi:10.1093/aww335) for a scientific commentary on this article.
